track_name,album_name,album_type,release_year,artists,duration,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,author,producer,track_composers,track_genres,track_styles,track_moods,track_themes,album_duration,album_styles,album_recording_date,album_recording_location,album_moods,album_themes,album_rating,billboard_hot_100_debut_date,billboard_hot_100_peak_pos,billboard_hot_100_peak_date,billboard_hot_100_weaks_on_chart,radio_songs_debut_date,radio_songs_peak_pos,radio_songs_peak_date,radio_songs_weaks_on_chart,hot_rock_&_alternative_songs_debut_date,hot_rock_&_alternative_songs_peak_pos,hot_rock_&_alternative_songs_peak_date,hot_rock_&_alternative_songs_weaks_on_chart,mainstream_rock_airplay_debut_date,mainstream_rock_airplay_peak_pos,mainstream_rock_airplay_peak_date,mainstream_rock_airplay_weaks_on_chart,alternative_airplay_debut_date,alternative_airplay_peak_pos,alternative_airplay_peak_date,alternative_airplay_weaks_on_chart,rock_digital_song_sales_debut_date,rock_digital_song_sales_peak_pos,rock_digital_song_sales_peak_date,rock_digital_song_sales_weaks_on_chart,alternative_digital_song_sales_debut_date,alternative_digital_song_sales_peak_pos,alternative_digital_song_sales_peak_date,alternative_digital_song_sales_weaks_on_chart,hot_rock_songs_debut_date,hot_rock_songs_peak_pos,hot_rock_songs_peak_date,hot_rock_songs_weaks_on_chart,canadian_digital_song_sales_debut_date,canadian_digital_song_sales_peak_pos,canadian_digital_song_sales_peak_date,canadian_digital_song_sales_weaks_on_chart,lyricfind_u.s._debut_date,lyricfind_u.s._peak_pos,lyricfind_u.s._peak_date,lyricfind_u.s._weaks_on_chart
We Die Young,Facelift,studio album,1990,Alice In Chains,152,1.79e-05,0.486,0.938,0.000103,1,0.361,-6.652,1,0.0704,125.816,4,0.525,Jerry Cantrell,Dave Jerden,Jerry Cantrell,"Pop/Rock, Electronic","Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Club/Dance, Hard Rock, Alternative Metal","Angry, Angst-Ridden, Anguished/Distraught, Bleak, Brash, Cathartic, Confrontational, Intense, Aggressive, Menacing, Ominous, Visceral, Hostile, Lively, Nihilistic, Volatile, Brooding, Gloomy, Theatrical",Feeling Blue,53:54,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,"Capitol Recording Studios, Hollywood, CA","Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Cool & Cocky, Day Driving, Drinking, Good Times, Guys Night Out, Hanging Out, Night Driving, Open Road, Summer, Nighttime, Road Trip, TGIF, Drugs",3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Man in the Box,Facelift,studio album,1990,Alice In Chains,285,0.00045,0.355,0.791,0.0,8,0.0969,-7.565,1,0.0453,106.392,4,0.758,"Layne Staley, Jerry Cantrell",Dave Jerden,"Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative Metal, Heavy Metal, Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Hard Rock","Angry, Angst-Ridden, Bleak, Brooding, Cathartic, Menacing, Aggressive, Confrontational, Urgent, Crunchy, Intense, Ominous, Visceral, Anguished/Distraught, Hostile, Nihilistic, Volatile, Gloomy, Theatrical",,53:54,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,"Capitol Recording Studios, Hollywood, CA","Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Cool & Cocky, Day Driving, Drinking, Good Times, Guys Night Out, Hanging Out, Night Driving, Open Road, Summer, Nighttime, Road Trip, TGIF, Drugs",3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sea Of Sorrow,Facelift,studio album,1990,Alice In Chains,349,0.0139,0.288,0.843,0.0,11,0.0555,-7.858,1,0.0633,122.147,4,0.311,Jerry Cantrell,Dave Jerden,Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Angst-Ridden, Anguished/Distraught, Bleak, Cathartic, Confrontational, Intense, Aggressive, Menacing, Visceral, Confident, Volatile, Brooding, Theatrical",Feeling Blue,53:54,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,"Capitol Recording Studios, Hollywood, CA","Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Cool & Cocky, Day Driving, Drinking, Good Times, Guys Night Out, Hanging Out, Night Driving, Open Road, Summer, Nighttime, Road Trip, TGIF, Drugs",3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bleed The Freak,Facelift,studio album,1990,Alice In Chains,242,0.00252,0.245,0.749,7.87e-06,8,0.185,-9.352,0,0.0599,118.363,4,0.221,,,Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Angry, Angst-Ridden, Anguished/Distraught, Bleak, Cathartic, Confrontational, Intense, Aggressive, Menacing, Ominous, Visceral, Hostile, Nihilistic, Volatile, Brooding, Gloomy, Theatrical",Motivation,53:54,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,"Capitol Recording Studios, Hollywood, CA","Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Cool & Cocky, Day Driving, Drinking, Good Times, Guys Night Out, Hanging Out, Night Driving, Open Road, Summer, Nighttime, Road Trip, TGIF, Drugs",3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Can't Remember,Facelift,studio album,1990,Alice In Chains,222,0.00146,0.277,0.736,2.43e-05,8,0.214,-8.851,1,0.0404,104.974,4,0.185,"Layne Staley, Jerry Cantrell",Dave Jerden,"Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Angry, Angst-Ridden, Anguished/Distraught, Bleak, Cathartic, Confrontational, Intense, Aggressive, Menacing, Ominous, Melancholy, Volatile, Wistful, Brooding, Gloomy, Theatrical",Feeling Blue,53:54,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,"Capitol Recording Studios, Hollywood, CA","Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Cool & Cocky, Day Driving, Drinking, Good Times, Guys Night Out, Hanging Out, Night Driving, Open Road, Summer, Nighttime, Road Trip, TGIF, Drugs",3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Love, Hate, Love",Facelift,studio album,1990,Alice In Chains,387,0.00783,0.323,0.633,0.000112,8,0.0435,-9.014,1,0.0402,103.978,4,0.209,"Layne Staley, Jerry Cantrell",Dave Jerden,"Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Angry, Angst-Ridden, Anguished/Distraught, Bleak, Cathartic, Confrontational, Intense, Aggressive, Menacing, Ominous, Visceral, Melancholy, Nihilistic, Wistful, Brooding, Gloomy, Theatrical",,53:54,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,"Capitol Recording Studios, Hollywood, CA","Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Cool & Cocky, Day Driving, Drinking, Good Times, Guys Night Out, Hanging Out, Night Driving, Open Road, Summer, Nighttime, Road Trip, TGIF, Drugs",3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It Ain't Like That,Facelift,studio album,1990,Alice In Chains,277,0.00905,0.445,0.842,3.57e-05,8,0.295,-7.9,0,0.0417,102.859,4,0.676,"Jerry Cantrell, Sean Kinney",Dave Jerden,"Jerry Cantrell, Sean Kinney, Michael Starr, Mike Starr",Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Angry, Angst-Ridden, Anguished/Distraught, Bleak, Cathartic, Confrontational, Intense, Aggressive, Menacing, Ominous, Visceral, Crunchy, Nihilistic, Volatile, Brooding, Gloomy, Theatrical",,53:54,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,"Capitol Recording Studios, Hollywood, CA","Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Cool & Cocky, Day Driving, Drinking, Good Times, Guys Night Out, Hanging Out, Night Driving, Open Road, Summer, Nighttime, Road Trip, TGIF, Drugs",3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunshine,Facelift,studio album,1990,Alice In Chains,285,0.00297,0.178,0.787,6.9e-06,1,0.163,-7.008,1,0.0476,76.932,4,0.37,Jerry Cantrell,Dave Jerden,Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Angry, Angst-Ridden, Anguished/Distraught, Bleak, Cathartic, Confrontational, Intense, Aggressive, Menacing, Ominous, Visceral, Crunchy, Melancholy, Nihilistic, Volatile, Wistful, Brooding, Gloomy, Theatrical",,53:54,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,"Capitol Recording Studios, Hollywood, CA","Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Cool & Cocky, Day Driving, Drinking, Good Times, Guys Night Out, Hanging Out, Night Driving, Open Road, Summer, Nighttime, Road Trip, TGIF, Drugs",3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Put You Down,Facelift,studio album,1990,Alice In Chains,195,0.00068,0.363,0.901,1.88e-05,5,0.348,-8.147,0,0.0558,113.575,4,0.574,Jerry Cantrell,Dave Jerden,Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Angry, Angst-Ridden, Anguished/Distraught, Bleak, Brash, Cathartic, Confrontational, Intense, Aggressive, Menacing, Ominous, Visceral, Hostile, Nihilistic, Volatile, Brooding, Gloomy, Theatrical",Feeling Blue,53:54,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,"Capitol Recording Studios, Hollywood, CA","Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Cool & Cocky, Day Driving, Drinking, Good Times, Guys Night Out, Hanging Out, Night Driving, Open Road, Summer, Nighttime, Road Trip, TGIF, Drugs",3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Confusion,Facelift,studio album,1990,Alice In Chains,344,0.00666,0.251,0.734,4.73e-05,3,0.116,-7.43,1,0.0397,149.831,4,0.129,"Layne Staley, Jerry Cantrell",Dave Jerden,"Jerry Cantrell, Layne Staley, Michael Starr, Mike Starr",Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Angry, Angst-Ridden, Anguished/Distraught, Bleak, Cathartic, Confrontational, Intense, Aggressive, Ominous, Visceral, Melancholy, Wistful, Brooding, Gloomy, Theatrical",Feeling Blue,53:54,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,"Capitol Recording Studios, Hollywood, CA","Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Cool & Cocky, Day Driving, Drinking, Good Times, Guys Night Out, Hanging Out, Night Driving, Open Road, Summer, Nighttime, Road Trip, TGIF, Drugs",3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Know Somethin (Bout You),Facelift,studio album,1990,Alice In Chains,262,7.98e-05,0.414,0.822,1.78e-06,8,0.402,-8.972,0,0.0597,113.363,4,0.747,Jerry Cantrell,Dave Jerden,Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Angry, Angst-Ridden, Anguished/Distraught, Bleak, Brash, Cathartic, Confrontational, Intense, Aggressive, Menacing, Ominous, Visceral, Hostile, Nihilistic, Volatile, Brooding, Gloomy, Theatrical",Jealousy,53:54,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,"Capitol Recording Studios, Hollywood, CA","Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Cool & Cocky, Day Driving, Drinking, Good Times, Guys Night Out, Hanging Out, Night Driving, Open Road, Summer, Nighttime, Road Trip, TGIF, Drugs",3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Thing,Facelift,studio album,1990,Alice In Chains,245,0.00993,0.341,0.883,0.0,8,0.0714,-7.342,1,0.0906,123.056,4,0.265,"Layne Staley, Jerry Cantrell",Dave Jerden,"Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Angry, Angst-Ridden, Anguished/Distraught, Bleak, Brash, Cathartic, Confrontational, Intense, Aggressive, Menacing, Ominous, Visceral, Hostile, Nihilistic, Volatile, Brooding, Gloomy, Theatrical",Feeling Blue,53:54,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,"Capitol Recording Studios, Hollywood, CA","Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Cool & Cocky, Day Driving, Drinking, Good Times, Guys Night Out, Hanging Out, Night Driving, Open Road, Summer, Nighttime, Road Trip, TGIF, Drugs",3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Man in the Box,Greatest Hits,compilation album,2001,Alice In Chains,287,0.00144,0.339,0.854,0.0,8,0.0942,-4.577,1,0.0493,106.145,4,0.675,"Layne Staley, Jerry Cantrell",Dave Jerden,"Jerry Cantrell, Sean Kinney, Layne Staley, Mike Starr",Pop/Rock,"Alternative Metal, Heavy Metal, Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Hard Rock","Angry, Angst-Ridden, Bleak, Brooding, Cathartic, Menacing, Aggressive, Confrontational, Urgent, Crunchy, Intense, Ominous, Visceral, Anguished/Distraught, Hostile, Nihilistic, Volatile, Gloomy, Theatrical",,44:37,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Them Bones,Greatest Hits,compilation album,2001,Alice In Chains,150,0.0249,0.153,0.955,4.63e-05,9,0.264,-4.62,1,0.0618,165.017,1,0.294,Jerry Cantrell,"Dave Jerden, Alice in Chains",Jerry Cantrell,Pop/Rock,"Grunge, Alternative/Indie Rock, Alternative Pop/Rock, Alternative Metal, Heavy Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,44:37,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rooster,Greatest Hits,compilation album,2001,Alice In Chains,375,0.161,0.262,0.636,0.00217,3,0.127,-5.945,1,0.0278,142.988,4,0.18,Jerry Cantrell,"Dave Jerden, Alice in Chains",Jerry Cantrell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Bleak, Cathartic, Gloomy, Hostile, Ominous, Somber, Brooding, Confrontational, Visceral, Nihilistic, Volatile, Angry, Calm/Peaceful, Melancholy, Menacing, Sentimental, Druggy",,44:37,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angry Chair,Greatest Hits,compilation album,2001,Alice In Chains,288,0.0633,0.311,0.969,3.73e-06,8,0.0499,-3.986,1,0.104,106.817,4,0.129,Layne Staley,"Dave Jerden, Alice in Chains",Layne Staley,Pop/Rock,"Grunge, Alternative/Indie Rock, Alternative Pop/Rock, Alternative Metal, Heavy Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Nihilistic, Volatile, Angry, Eerie, Gloomy, Menacing, Paranoid, Druggy",,44:37,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Would?,Greatest Hits,compilation album,2001,Alice In Chains,208,0.00594,0.301,0.923,0.000756,6,0.0541,-5.458,1,0.0665,100.752,4,0.426,Jerry Cantrell,"Alice in Chains, Parashar",Jerry Cantrell,Pop/Rock,"Alternative Metal , Grunge , Alternative/Indie Rock, Alternative Pop/Rock, Hard Rock, Heavy Metal","Anguished/Distraught, Brooding, Bleak, Hostile, Intense, Menacing, Ominous, Angry, Angst-Ridden, Cathartic, Confrontational, Visceral, Nihilistic, Volatile, Cold, Gloomy, Somber, Druggy, Aggressive, Eerie",,44:37,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Excuses,Greatest Hits,compilation album,2001,Alice In Chains,255,0.0209,0.53,0.851,0.000225,3,0.0784,-4.9,1,0.0309,117.468,4,0.687,Jerry Cantrell,Alice in Chains,Jerry Cantrell,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal, Hard Rock, Alternative Metal, Jangle Pop","Brooding, Somber, Autumnal, Bitter, Melancholy, Visceral, Wistful, Gloomy, Bleak, Eerie, Ominous, Reflective",In Love,44:37,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Stay Away,Greatest Hits,compilation album,2001,Alice In Chains,254,0.0915,0.195,0.855,0.000571,6,0.0886,-5.328,1,0.0442,82.974,4,0.36,"Layne Staley, Jerry Cantrell, Mike Inez",Alice in Chains,"Jerry Cantrell, Michael Inez, Mike Inez, Layne Staley","Pop/Rock, Electronic","Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Club/Dance, Hard Rock, Alternative Metal","Brooding, Gloomy, Ominous, Somber, Autumnal, Bitter, Melancholy, Visceral, Wistful, Bleak, Dramatic, Eerie, Quirky, Reflective",,44:37,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grind,Greatest Hits,compilation album,2001,Alice In Chains,286,0.000206,0.254,0.923,0.000301,11,0.302,-4.523,1,0.0531,176.605,4,0.317,Jerry Cantrell,"Toby Wright, Alice in Chains",Jerry Cantrell,"Pop/Rock, Electronic","Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Club/Dance, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,44:37,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heaven Beside You,Greatest Hits,compilation album,2001,Alice In Chains,329,0.00217,0.531,0.769,0.00101,10,0.138,-4.902,0,0.0349,111.272,4,0.523,"Jerry Cantrell, Mike Inez","Toby Wright, Alice in Chains","Jerry Cantrell, Mike Inez",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Angst-Ridden, Confrontational, Melancholy, Theatrical",Motivation,44:37,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Again,Greatest Hits,compilation album,2001,Alice In Chains,245,0.000896,0.547,0.902,0.0198,7,0.133,-5.349,1,0.0533,123.193,4,0.366,"Layne Staley, Jerry Cantrell","Toby Wright, Alice in Chains","Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,44:37,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Get Born Again,Music Bank,compilation album,1999,Alice In Chains,324,0.00129,0.339,0.863,0.024,8,0.145,-6.463,1,0.0561,102.682,4,0.271,"Layne Staley, Jerry Cantrell","Toby Wright, Dave Jerden","Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Brooding, Somber, Autumnal, Bitter, Visceral, Gloomy, Aggressive, Angry, Angst-Ridden, Anguished/Distraught, Bleak, Confrontational, Crunchy, Dramatic, Eerie, Intense, Lively, Menacing, Ominous, Theatrical, Volatile, Reflective",Feeling Blue,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Can't Have You Blues,Music Bank,compilation album,1999,Alice In Chains,240,0.00496,0.333,0.975,0.0,1,0.308,-3.847,1,0.136,142.995,4,0.322,Jerry Cantrell,"Alice in Chains, Parashar",Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge","Quirky, Yearning",,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
