track_title,track_composers,track_genres,track_styles,track_moods,track_themes,album_title,album_release_date,album_duration,album_styles,album_recording_date,album_recording_location,album_moods,album_themes,album_rating
I Can't Remember,"Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Angry, Angst-Ridden, Anguished/Distraught, Bleak, Cathartic, Confrontational, Intense, Aggressive, Menacing, Ominous, Melancholy, Volatile, Wistful, Brooding, Gloomy, Theatrical",Feeling Blue,Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
"Love, Hate, Love","Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Angry, Angst-Ridden, Anguished/Distraught, Bleak, Cathartic, Confrontational, Intense, Aggressive, Menacing, Ominous, Visceral, Melancholy, Nihilistic, Wistful, Brooding, Gloomy, Theatrical",,Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
It Ain't Like That,"Jerry Cantrell, Sean Kinney, Mike Starr",Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Angry, Angst-Ridden, Anguished/Distraught, Bleak, Cathartic, Confrontational, Intense, Aggressive, Menacing, Ominous, Visceral, Crunchy, Nihilistic, Volatile, Brooding, Gloomy, Theatrical",,Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Confusion,"Jerry Cantrell, Layne Staley, Mike Starr",Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Angry, Angst-Ridden, Anguished/Distraught, Bleak, Cathartic, Confrontational, Intense, Aggressive, Ominous, Visceral, Melancholy, Wistful, Brooding, Gloomy, Theatrical",,Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Rooster,Jerry Cantrell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Bleak, Cathartic, Gloomy, Hostile, Ominous, Somber, Brooding, Confrontational, Visceral, Nihilistic, Volatile, Angry, Calm/Peaceful, Melancholy, Menacing, Sentimental, Druggy",,Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Right Turn,Jerry Cantrell,,,,,Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Got Me Wrong,Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Menacing, Druggy, Wistful, Brooding, Relaxed, Dreamy, Lively, Melancholy, Pastoral, Poignant, Sentimental, Reflective",In Love,Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Rain When I Die,"Jerry Cantrell, Sean Kinney, Layne Staley, Mike Starr",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Alternative Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Fear The Voices,"Jerry Cantrell, Layne Staley, Mike Starr",Pop/Rock,"Alternative/Indie Rock, Grunge",Aggressive,Reflection,Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Them Bones,Jerry Cantrell,Pop/Rock,"Grunge, Alternative/Indie Rock, Alternative Pop/Rock, Alternative Metal, Heavy Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Dam That River,Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Alternative Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Sickman,"Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Alternative Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Aggressive, Angry, Gloomy, Menacing, Druggy",,Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Junkhead,"Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Alternative Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Dirt,"Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Alternative Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Volatile, Angry, Gloomy, Melancholy, Somber, Druggy",,Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
God Smack,"Jerry Cantrell, Mike Inez, Sean Kinney, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Alternative Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Iron Gland,Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Alternative Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Angry Chair,Layne Staley,Pop/Rock,"Grunge, Alternative/Indie Rock, Alternative Pop/Rock, Alternative Metal, Heavy Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Nihilistic, Volatile, Angry, Eerie, Gloomy, Menacing, Paranoid, Druggy",,Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Lying Season,"Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge","Brooding, Yearning",,Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Would?,Jerry Cantrell,Pop/Rock,"Alternative Metal , Grunge , Alternative/Indie Rock, Alternative Pop/Rock, Hard Rock, Heavy Metal","Anguished/Distraught, Brooding, Bleak, Hostile, Intense, Menacing, Ominous, Angry, Angst-Ridden, Cathartic, Confrontational, Visceral, Nihilistic, Volatile, Cold, Gloomy, Somber, Druggy, Aggressive, Eerie",,Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Brother,Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Brooding, Somber, Autumnal, Bitter, Melancholy, Visceral, Wistful, Gloomy, Bleak, Eerie, Reflective",,Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Am I Inside,"Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge",Brooding,,Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
I Stay Away,"Jerry Cantrell, Mike Inez, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Brooding, Gloomy, Ominous, Somber, Autumnal, Bitter, Melancholy, Visceral, Wistful, Bleak, Eerie, Reflective",,Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
No Excuses,Jerry Cantrell,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal, Hard Rock, Alternative Metal, Jangle Pop","Brooding, Somber, Autumnal, Bitter, Melancholy, Visceral, Wistful, Gloomy, Bleak, Eerie, Ominous, Reflective",In Love,Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Down in a Hole,Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Alternative Metal, Heavy Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Hate To Feel,Layne Staley,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Alternative Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
What the Hell Have I,Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Brooding, Somber, Autumnal, Bitter, Melancholy, Visceral, Gloomy, Aggressive, Angry, Angst-Ridden, Anguished/Distraught, Bleak, Confrontational, Crunchy, Eerie, Intense, Ominous, Volatile, Reflective",,Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
A Little Bitter,"Jerry Cantrell, Mike Inez, Sean Kinney, Layne Staley",Pop/Rock,"Alternative Metal, Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Hard Rock","Angst-Ridden, Menacing, Ominous, Brooding, Confrontational, Visceral, Bleak, Volatile, Cold, Gloomy, Somber, Druggy",,Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Grind,Jerry Cantrell,"Pop/Rock, Electronic","Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Club/Dance, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Again,"Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Head Creeps,Layne Staley,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
God Am,"Jerry Cantrell, Mike Inez, Sean Kinney, Layne Staley",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Frogs,"Jerry Cantrell, Mike Inez, Sean Kinney, Layne Staley",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic","Politics/Society, Reminiscing",Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Heaven Beside You,"Jerry Cantrell, Mike Inez",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Angst-Ridden, Confrontational, Melancholy, Theatrical",Motivation,Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
