track_title,album_title,album_release_date,track_composers,track_genres,track_styles,track_moods,track_themes,album_duration,album_styles,album_recording_date,album_recording_location,album_moods,album_themes,album_rating
Rusty Cage,A-Sides,1997,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative/Indie Rock, Grunge, Heavy Metal","Confrontational, Intense, Reflective, Aggressive, Cathartic, Dramatic, Menacing, Visceral, Angst-Ridden, Fiery, Harsh, Plaintive, Uncompromising","Empowerment, Freedom, Motivation, Victory, Exercise/Workout, Guys Night Out, Hanging Out, Homecoming, Revolution, Sports, The Great Outdoors, Cool & Cocky",01:18:42,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,,"Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Tense/Anxious, Visceral, Angst-Ridden, Brash, Cathartic, Crunchy, Gloomy, Intense, Kinetic, Literate, Self-Conscious, Urgent, Angry, Confrontational, Defiant, Earnest, Fiery, Introspective, Melodic, Ominous, Paranoid, Reverent, Sprawling, Volatile, Acerbic, Aggressive, Cerebral, Energetic, Harsh, Hostile, Organic, Raucous, Rousing, Menacing, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",4.5
Spoonman,A-Sides,1997,Chris Cornell,Pop/Rock,"Grunge, Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Heavy Metal, Hard Rock","Aggressive, Confident, Energetic, Celebratory, Fiery, Tense/Anxious, Harsh, Intense, Menacing, Rambunctious, Uncompromising, Volatile","Sports, Victory, Guys Night Out, Imagination, The Great Outdoors, Exercise/Workout, Hanging Out, Partying, Politics/Society, Summer, TGIF",01:18:42,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,,"Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Tense/Anxious, Visceral, Angst-Ridden, Brash, Cathartic, Crunchy, Gloomy, Intense, Kinetic, Literate, Self-Conscious, Urgent, Angry, Confrontational, Defiant, Earnest, Fiery, Introspective, Melodic, Ominous, Paranoid, Reverent, Sprawling, Volatile, Acerbic, Aggressive, Cerebral, Energetic, Harsh, Hostile, Organic, Raucous, Rousing, Menacing, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",4.5
The  Day I Tried to Live,A-Sides,1997,Chris Cornell,Pop/Rock,"Alternative Metal, Heavy Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge","Angst-Ridden, Bleak, Gloomy, Nihilistic, Paranoid, Somber, Tense/Anxious, Ominous, Brooding, Detached, Hostile, Menacing, Reflective, Theatrical, Eerie, Intense, Manic, Poignant, Sad","Drinking, Feeling Blue, Heartache, Introspection, Late Night, Loss/Grief, Politics/Society, Regret, Scary Music, Solitude, Winter",01:18:42,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,,"Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Tense/Anxious, Visceral, Angst-Ridden, Brash, Cathartic, Crunchy, Gloomy, Intense, Kinetic, Literate, Self-Conscious, Urgent, Angry, Confrontational, Defiant, Earnest, Fiery, Introspective, Melodic, Ominous, Paranoid, Reverent, Sprawling, Volatile, Acerbic, Aggressive, Cerebral, Energetic, Harsh, Hostile, Organic, Raucous, Rousing, Menacing, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",4.5
Black Hole Sun,A-Sides,1997,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Grunge, Heavy Metal, Alternative/Indie Rock, Hard Rock","Angst-Ridden, Bleak, Gloomy, Nihilistic, Paranoid, Somber, Tense/Anxious, Ominous, Brooding, Detached, Hostile, Menacing, Reflective, Theatrical, Eerie, Intense, Manic, Poignant, Sad","Drinking, Feeling Blue, Heartache, Introspection, Late Night, Loss/Grief, Regret, Scary Music, Solitude, Winter",01:18:42,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,,"Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Tense/Anxious, Visceral, Angst-Ridden, Brash, Cathartic, Crunchy, Gloomy, Intense, Kinetic, Literate, Self-Conscious, Urgent, Angry, Confrontational, Defiant, Earnest, Fiery, Introspective, Melodic, Ominous, Paranoid, Reverent, Sprawling, Volatile, Acerbic, Aggressive, Cerebral, Energetic, Harsh, Hostile, Organic, Raucous, Rousing, Menacing, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",4.5
Fell on Black Days,A-Sides,1997,Chris Cornell,Pop/Rock,"Alternative Metal, Heavy Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge","Angst-Ridden, Bleak, Gloomy, Nihilistic, Paranoid, Somber, Tense/Anxious, Ominous, Brooding, Detached, Hostile, Menacing, Reflective, Theatrical, Eerie, Intense, Manic, Poignant, Sad","Drinking, Feeling Blue, Heartache, Introspection, Late Night, Loss/Grief, Regret, Scary Music, Solitude, Winter",01:18:42,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,,"Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Tense/Anxious, Visceral, Angst-Ridden, Brash, Cathartic, Crunchy, Gloomy, Intense, Kinetic, Literate, Self-Conscious, Urgent, Angry, Confrontational, Defiant, Earnest, Fiery, Introspective, Melodic, Ominous, Paranoid, Reverent, Sprawling, Volatile, Acerbic, Aggressive, Cerebral, Energetic, Harsh, Hostile, Organic, Raucous, Rousing, Menacing, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",4.5
Pretty Noose,A-Sides,1997,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Bitter, Paranoid, Earnest, Harsh, Hostile, Tense/Anxious, Urgent, Volatile, Aggressive, Gloomy, Literate, Snide, Acerbic, Angst-Ridden, Cerebral, Confrontational, Fiery, Organic, Self-Conscious","Imagination, Introspection, Reflection",01:18:42,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,,"Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Tense/Anxious, Visceral, Angst-Ridden, Brash, Cathartic, Crunchy, Gloomy, Intense, Kinetic, Literate, Self-Conscious, Urgent, Angry, Confrontational, Defiant, Earnest, Fiery, Introspective, Melodic, Ominous, Paranoid, Reverent, Sprawling, Volatile, Acerbic, Aggressive, Cerebral, Energetic, Harsh, Hostile, Organic, Raucous, Rousing, Menacing, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",4.5
Burden in My Hand,A-Sides,1997,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Angst-Ridden, Searching, Self-Conscious, Tense/Anxious, Volatile, Cerebral, Gloomy, Literate, Confrontational, Organic, Somber","Feeling Blue, In Love, Introspection, Reflection, Regret",01:18:42,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,,"Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Tense/Anxious, Visceral, Angst-Ridden, Brash, Cathartic, Crunchy, Gloomy, Intense, Kinetic, Literate, Self-Conscious, Urgent, Angry, Confrontational, Defiant, Earnest, Fiery, Introspective, Melodic, Ominous, Paranoid, Reverent, Sprawling, Volatile, Acerbic, Aggressive, Cerebral, Energetic, Harsh, Hostile, Organic, Raucous, Rousing, Menacing, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",4.5
Blow Up the Outside World,A-Sides,1997,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Angst-Ridden, Gloomy, Literate, Nihilistic, Organic, Self-Conscious, Tense/Anxious, Volatile, Cerebral, Confrontational, Searching, Somber","Introspection, Reflection, Regret",01:18:42,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,,"Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Tense/Anxious, Visceral, Angst-Ridden, Brash, Cathartic, Crunchy, Gloomy, Intense, Kinetic, Literate, Self-Conscious, Urgent, Angry, Confrontational, Defiant, Earnest, Fiery, Introspective, Melodic, Ominous, Paranoid, Reverent, Sprawling, Volatile, Acerbic, Aggressive, Cerebral, Energetic, Harsh, Hostile, Organic, Raucous, Rousing, Menacing, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",4.5
Ty Cobb,A-Sides,1997,"Chris Cornell, Ben Shepherd",Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Aggressive, Angst-Ridden, Fiery, Intense, Self-Conscious, Tense/Anxious, Volatile, Literate, Energetic, Cerebral, Confrontational, Dramatic, Organic",Politics/Society,01:18:42,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,,"Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Tense/Anxious, Visceral, Angst-Ridden, Brash, Cathartic, Crunchy, Gloomy, Intense, Kinetic, Literate, Self-Conscious, Urgent, Angry, Confrontational, Defiant, Earnest, Fiery, Introspective, Melodic, Ominous, Paranoid, Reverent, Sprawling, Volatile, Acerbic, Aggressive, Cerebral, Energetic, Harsh, Hostile, Organic, Raucous, Rousing, Menacing, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",4.5
Bleed Together,A-Sides,1997,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Fiery, Hostile, Organic, Suffocating, Tense/Anxious, Angst-Ridden, Bitter, Cerebral, Earnest, Paranoid, Self-Conscious, Gloomy, Literate, Snide, Acerbic, Confrontational, Aggressive, Urgent, Volatile, Harsh","Imagination, Introspection, Reflection",01:18:42,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,,"Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Tense/Anxious, Visceral, Angst-Ridden, Brash, Cathartic, Crunchy, Gloomy, Intense, Kinetic, Literate, Self-Conscious, Urgent, Angry, Confrontational, Defiant, Earnest, Fiery, Introspective, Melodic, Ominous, Paranoid, Reverent, Sprawling, Volatile, Acerbic, Aggressive, Cerebral, Energetic, Harsh, Hostile, Organic, Raucous, Rousing, Menacing, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",4.5
Hunted Down,Telephantasm,2010,"Matt Cameron, Chris Cornell, Kim Thayil",,,,,59:40,"Alternative Metal, Heavy Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge",,,"Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Tense/Anxious, Visceral, Angst-Ridden, Brash, Cathartic, Crunchy, Gloomy, Intense, Kinetic, Literate, Self-Conscious, Urgent, Angry, Confrontational, Defiant, Earnest, Fiery, Introspective, Melodic, Ominous, Paranoid, Reverent, Sprawling, Volatile, Acerbic, Aggressive, Cerebral, Energetic, Harsh, Hostile, Organic, Raucous, Rousing, Menacing, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",4.5
Hands All Over,Telephantasm,2010,"Chris Cornell, Kim Thayil",Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Brooding, Earnest, Gloomy, Harsh, Literate, Paranoid, Self-Conscious, Tense/Anxious, Urgent, Bitter, Acerbic, Organic, Snide, Somber, Anguished/Distraught, Cerebral, Dreamy","Imagination, Politics/Society",59:40,"Alternative Metal, Heavy Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge",,,"Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Tense/Anxious, Visceral, Angst-Ridden, Brash, Cathartic, Crunchy, Gloomy, Intense, Kinetic, Literate, Self-Conscious, Urgent, Angry, Confrontational, Defiant, Earnest, Fiery, Introspective, Melodic, Ominous, Paranoid, Reverent, Sprawling, Volatile, Acerbic, Aggressive, Cerebral, Energetic, Harsh, Hostile, Organic, Raucous, Rousing, Menacing, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",4.5
Outshined,Telephantasm,2010,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Grunge, Heavy Metal, Alternative/Indie Rock","Angst-Ridden, Bitter, Paranoid, Self-Conscious, Cerebral, Gloomy, Ominous, Suffocating, Tense/Anxious, Urgent, Aggressive, Fiery, Harsh, Literate, Snide, Acerbic, Confrontational, Earnest, Organic, Hostile, Volatile","Empowerment, Exercise/Workout, Feeling Blue, Guys Night Out, Motivation, Sports",59:40,"Alternative Metal, Heavy Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge",,,"Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Tense/Anxious, Visceral, Angst-Ridden, Brash, Cathartic, Crunchy, Gloomy, Intense, Kinetic, Literate, Self-Conscious, Urgent, Angry, Confrontational, Defiant, Earnest, Fiery, Introspective, Melodic, Ominous, Paranoid, Reverent, Sprawling, Volatile, Acerbic, Aggressive, Cerebral, Energetic, Harsh, Hostile, Organic, Raucous, Rousing, Menacing, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",4.5
Rusty Cage,Telephantasm,2010,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative/Indie Rock, Grunge, Heavy Metal","Confrontational, Intense, Reflective, Aggressive, Cathartic, Dramatic, Menacing, Visceral, Angst-Ridden, Fiery, Harsh, Plaintive, Uncompromising","Empowerment, Freedom, Motivation, Victory, Exercise/Workout, Guys Night Out, Hanging Out, Homecoming, Revolution, Sports, The Great Outdoors, Cool & Cocky",59:40,"Alternative Metal, Heavy Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge",,,"Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Tense/Anxious, Visceral, Angst-Ridden, Brash, Cathartic, Crunchy, Gloomy, Intense, Kinetic, Literate, Self-Conscious, Urgent, Angry, Confrontational, Defiant, Earnest, Fiery, Introspective, Melodic, Ominous, Paranoid, Reverent, Sprawling, Volatile, Acerbic, Aggressive, Cerebral, Energetic, Harsh, Hostile, Organic, Raucous, Rousing, Menacing, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",4.5
Birth Ritual,Telephantasm,2010,"Matt Cameron, Chris Cornell, Kim Thayil",Pop/Rock,"Alternative Metal, Alternative/Indie Rock, Grunge, Heavy Metal","Aggressive, Angry, Angst-Ridden, Cathartic, Fierce, Yearning",Loss/Grief,59:40,"Alternative Metal, Heavy Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge",,,"Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Tense/Anxious, Visceral, Angst-Ridden, Brash, Cathartic, Crunchy, Gloomy, Intense, Kinetic, Literate, Self-Conscious, Urgent, Angry, Confrontational, Defiant, Earnest, Fiery, Introspective, Melodic, Ominous, Paranoid, Reverent, Sprawling, Volatile, Acerbic, Aggressive, Cerebral, Energetic, Harsh, Hostile, Organic, Raucous, Rousing, Menacing, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",4.5
My Wave,Telephantasm,2010,"Chris Cornell, Kim Thayil",Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Bravado, Cathartic, Dramatic, Fierce, Fiery, Intense, Raucous, Rousing, Swaggering, Trippy, Urgent, Visceral","At the Beach, Cool & Cocky, Empowerment, Hanging Out, Late Night, Night Driving, Road Trip, Summer, TGIF, The Great Outdoors, Freedom, Guys Night Out, Politics/Society, Sports",59:40,"Alternative Metal, Heavy Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge",,,"Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Tense/Anxious, Visceral, Angst-Ridden, Brash, Cathartic, Crunchy, Gloomy, Intense, Kinetic, Literate, Self-Conscious, Urgent, Angry, Confrontational, Defiant, Earnest, Fiery, Introspective, Melodic, Ominous, Paranoid, Reverent, Sprawling, Volatile, Acerbic, Aggressive, Cerebral, Energetic, Harsh, Hostile, Organic, Raucous, Rousing, Menacing, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",4.5
